Tukityyppi nimi;Elokuvan lajityyppi;Tukihak päätöspvm;Esittelijä nimi;Tuenhakijan nimi;Tukihakemuksen kohde;Tukihakakemuksen päätöseur
50/50-tuotantotuki;Pitkä lasten ja nuorten elokuva;5.4.2012;Kaisu Isto;MRP Matila Röhr Productions Oy;Rölli ja kultainen avain;700 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;2.4.2015;Marjo Valve;Helsinki-filmi Oy;Onnenonkija;620 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;2.4.2014;Marjo Valve;Dionysos Films Oy;Viikossa aikuiseksi;730 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;2.4.2014;Marjo Valve;Kinosto Oy;Eila, Rampe ja Likka;610 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;2.4.2014;Marjo Valve;Solar Films Inc. Oy;VARES - SERIFFI;530 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;23.10.2013;Hannu Tuomainen;FremantleMedia Finland Oy;NM2 (TYÖNIMI);290 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;23.10.2013;Hannu Tuomainen;Marianna Films Oy;Elämältä kaiken sain (ent. Kotiinpaluu);580 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;23.10.2013;Hannu Tuomainen;Solar Films Inc. Oy;KÄTILÖ;800 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;5.4.2012;Kaisu Isto;Helsinki-filmi Oy;LEIJONASYDÄN;750 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;5.4.2012;Kaisu Isto;Art Films production AFP Oy;Isänmaallinen mies;740 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;17.10.2011;Kaisu Isto;Solar Films Inc. Oy;Kaappari (ent. Pitkäperjantai);550 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;17.10.2011;Kaisu Isto;Dictator Films Oy;Juoppohullun päiväkirja;500 000
50/50-tuotantotuki;Pitkä näytelmäelokuva;17.10.2011;Kaisu Isto;Artista Filmi Oy;Vuonna 85;800 000
50/50-tuotantotuki;Pitkä lasten ja nuorten elokuva;2.4.2015;Marjo Valve;Artista Filmi Oy;Risto Räppääjä ja yöhaukka;800 000
50/50-tuotantotuki;Pitkä lasten ja nuorten elokuva;2.4.2014;Marjo Valve;Artista Filmi Oy;Risto Räppääjä ja Sevillan saituri;560 000
50/50-tuotantotuki;Pitkä lasten ja nuorten elokuva;23.10.2013;Hannu Tuomainen;Yellow Film & TV Oy;Lomasankarit ( ent. Seikkailu Kreikassa);585 000
50/50-tuotantotuki;Pitkä lasten ja nuorten elokuva;5.4.2012;Kaisu Isto;FremantleMedia Finland Oy;Ei maata näkyvissä;200 000
50/50-tuotantotuki;Pitkä lasten ja nuorten elokuva;17.10.2011;Kaisu Isto;Snapper Films Oy;Ella ja kaverit;400 000
Digitaalisen jakelun tuki;;19.12.2011;Harri Ahokas;Kristallisilmä Oy;MISSÄ ON MISSÄ? Ahtila Eija-Liisa/verkkojakelu;4 932
Digitaalisen tallenteen markkinointi- ja levitystuki;;26.11.2015;Harri Ahokas;VLMedia Oy;Toiset tytöt;2 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;18.11.2015;Harri Ahokas;Oy Atlantic Film Finland Ab;Armi elää! (DVD, VOD);10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;18.11.2015;Harri Ahokas;Oy Atlantic Film Finland Ab;Ruotsalainen hetki;2 300
Digitaalisen tallenteen markkinointi- ja levitystuki;;18.11.2015;Harri Ahokas;VLMedia Oy;Herra Puntila ja hänen renkinsä Matti;2 100
Digitaalisen tallenteen markkinointi- ja levitystuki;;18.11.2015;Harri Ahokas;VLMedia Oy;Meren kasvojen edessä;746
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;2 hauskaa vekkulia;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Aatamin puvussa ja vähän Eevankin;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Alaston malli karkuteillä;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Anu ja Mikko;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Asessorin naishuolet;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Elokuu;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Hopeaa rajan takaa;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Iskelmäketju;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Kaikkien naisten monni;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Kolmiapila;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Kulkurin masurkka;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Kummituskievari;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Kuningas kulkureitten;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Laivaston monnit maissa;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Luottamus;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Miljonäärimonni;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Noita palaa elämään;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Poika eli kesäänsä;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Punainen viiva;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Rintamalotta;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Rosvo Roope;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Saariston tyttö;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Salakuljettajan laulu;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Suomalaistyttöjä Tukholmassa;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Taas tyttö kadoksissa;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Veskun parhaat Spede -elokuvat box;1 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;VLMedia Oy;Ylijäämänainen;1 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2015;Harri Ahokas;The Walt Disney Company Nordic;Risto Räppääjä ja Sevillan saituri;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;3.6.2015;Harri Ahokas;Isla Sales Oy;Muutoksii;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;28.4.2015;Harri Ahokas;Oy Atlantic Film Finland Ab;KORSO;5 995
Digitaalisen tallenteen markkinointi- ja levitystuki;;8.4.2015;Harri Ahokas;Isla Sales Oy;Eedenistä pohjoiseen;9 184
Digitaalisen tallenteen markkinointi- ja levitystuki;;8.4.2015;Harri Ahokas;Isla Sales Oy;Miesten välisiä keskusteluja;1 417
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Monsterimies;2 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Akseli ja Elina;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Evakko;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Kovanaama;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Kultainen vasikka;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Lumikki ja 7 jätkää;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Meiltähän tämä käy;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Paksunahka;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Pioneer - Sukellus meren syvyyksiin;1 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Rakkaus alkaa aamuyöstä;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Ratavartijan kaunis Inkeri;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Sissit;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Syntipukki;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;2.4.2015;Harri Ahokas;VLMedia Oy;Täällä alkaa seikkailu;1 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;1.4.2015;Harri Ahokas;SF Film Finland Oy;He ovat paenneet;9 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;1.4.2015;Harri Ahokas;SF Film Finland Oy;Nightmare 2 - Painajainen jatkuu;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;1.4.2015;Harri Ahokas;SF Film Finland Oy;Päin Seinää;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;7.1.2015;Harri Ahokas;VLMedia Oy;Marraskuun harmaa valo;2 887
Digitaalisen tallenteen markkinointi- ja levitystuki;;7.1.2015;Harri Ahokas;SF Film Finland Oy;Presidentintekijät;7 726
Digitaalisen tallenteen markkinointi- ja levitystuki;;7.1.2015;Harri Ahokas;Oy Atlantic Film Finland Ab;Oppipoika Lärjungen;5 211
Digitaalisen tallenteen markkinointi- ja levitystuki;;7.1.2015;Harri Ahokas;Oy Atlantic Film Finland Ab;Silmäterä;3 484
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;Black Lion Pictures Oy;LAULU-elokuvan DVD-julkaisu;2 200
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Ulvilan murhamysteeri;3 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;Nordisk Film Oy Ab;Onneli ja Anneli;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;The Walt Disney Company Nordic;Risto Räppääjä ja liukas Lennart;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;Nordisk Film Oy Ab;Kesäkaverit;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;Nordisk Film Oy Ab;Kummeli V;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;SF Film Finland Oy;Aikuisten poika;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Ja Helena soittaa;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Jokin ihmisessä;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Kaasua, Komisario Palmu;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Näkemiin Helena;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Olemme kaikki syyllisiä;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Pää pystyyn Helena;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Romanssi;2 250
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Ruskan jälkeen;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Tukkijoella;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Tähdet kertovat, Komisario Palmu;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Täällä Pohjantähden alla;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Villi Pohjola;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;VLMedia Oy;Vodkaa, Komisario Palmu;1 350
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;Snapper Films Oy;Ella ja kaverit;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;5.12.2014;Harri Ahokas;Snapper Films Oy;Ella ja kaverit 2 - Paterock;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;30.6.2014;Harri Ahokas;SF Film Finland Oy;Laulu Koti-Ikävästä;2 895
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;SF Film Finland Oy;Ei Kiitos;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;SF Film Finland Oy;Nuoren Wertherin Jäljillä;5 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Isla Sales Oy;Heinähattu ja Vilttitossu - 10-vuotisjuhlajulkaisu;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Ihmiset suviyössä;400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Jon;3 300
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Kaikki rakastavat;500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Kesäkapina;1 400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Kun taivas putoaa...;2 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Mieheke;500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Neiti tuittupää;400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Nummisuutarit;400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Nuori mylläri;400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Pohjalaisia;400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Rikas tyttö;400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Sysmäläinen;400
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Uuno Turhapuron veli;1 900
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Finnkino Oy;Vihreä leski;1 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Nordisk Film Oy Ab;Ainoat oikeat;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Nordisk Film Oy Ab;Mieletön elokuu;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Nordisk Film Oy Ab;Tumman veden päällä;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Oy Future Film Ab;Isänmaallinen Mies;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Oy Future Film Ab;Juha;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Oy Future Film Ab;Leningrad Cowboys meet Moses;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Oy Future Film Ab;Rikos ja Rangaistus;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Oy Future Film Ab;Total Balalaika Show;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Scanbox Entertainment Finland Oy;Betoniyö;4 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;4.6.2014;Harri Ahokas;Scanbox Entertainment Finland Oy;Leijonasydän;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;3.3.2014;Harri Ahokas;Nordisk Film Oy Ab;Hilton;2 675
Digitaalisen tallenteen markkinointi- ja levitystuki;;3.3.2014;Harri Ahokas;SF Film Finland Oy;Säilöttyjä unelmia;4 276
Digitaalisen tallenteen markkinointi- ja levitystuki;;3.3.2014;Harri Ahokas;SF Film Finland Oy;Taistelu Näsilinnasta 1918;9 455
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;Nordisk Film Oy Ab;Niko 2 - lentäjäveljekset;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;Nordisk Film Oy Ab;Metsän tarina;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;SF Film Finland Oy;Selänne;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;Nordisk Film Oy Ab;Rölli ja kultainen avain;10 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Uppo-Nalle;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;Nordisk Film Oy Ab;21 tapaa pilata avioliitto;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;Nordisk Film Oy Ab;8-Pallo;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;Nordisk Film Oy Ab;Kekkonen tulee!;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;Scanbox Entertainment Finland Oy;Juoppohullun päiväkirja;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;The Walt Disney Company Nordic;Kaikella rakkaudella;5 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;The Walt Disney Company Nordic;Vuonna 85;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Aleksis Kiven elämä;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Back To The USSR - Takaisin Ryssiin;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Huhtikuu on kuukausist julmin;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Joulubileet;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Kalevala - Uusi aika;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Lasisydän;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Lipton Cocton In The Shadows Of Sodoma;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Muuttolinnun aika;2 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Natalia;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Niskavuori;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Näkemiin hyvästi;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Palkkasoturi;2 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;TOTO;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;9.12.2013;Harri Ahokas;VLMedia Oy;Viimeiset rotannahat;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;21.10.2013;Harri Ahokas;Scanbox Entertainment Finland Oy;Ja saapuu oikea yö;3 514
Digitaalisen tallenteen markkinointi- ja levitystuki;;21.10.2013;Harri Ahokas;Scanbox Entertainment Finland Oy;Rouva Presidentti;5 564
Digitaalisen tallenteen markkinointi- ja levitystuki;;13.8.2013;Harri Ahokas;Nordisk Film Oy Ab;Kaksi tarinaa rakkaudesta;3 741
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Nordisk Film Oy Ab;Robin;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;Sinivalkoinen valhe;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;SF Film Finland Oy;Alaska Highway;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;SF Film Finland Oy;Kuningas Litmanen;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;The Walt Disney Company Nordic;Kovasikajuttu;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Finnkino Oy;Laveata tietä;500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Finnkino Oy;Mustalaishurmaaja;500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Nordisk Film Oy Ab;Imaginaerum;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Nordisk Film Oy Ab;Kaappari;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Nordisk Film Oy Ab;Puhdistus;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Nordisk Film Oy Ab;Rakkauden rasvaprosentti;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Nordisk Film Oy Ab;Vares - pimeyden tango;8 000
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;Ariel;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;Boheemielämää;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;Calamari Union;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;Hamlet liikemaailmassa;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;I Hired a Contract Killer;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;Kauas pilvet karkaavat;2 500
Digitaalisen tallenteen markkinointi- ja levitystuki;;29.5.2013;Harri Ahokas;Oy Future Film Ab;Kerron sinulle kaiken;7 000
